"날짜","종가","시가","고가","저가","거래량","변동 %"
"2015- 01- 02","244.79","243.96","245.32","243.25","54.15K","0.30%"
"2015- 01- 05","244.26","243.83","244.56","241.76","62.85K","-0.22%"
"2015- 01- 06","239.93","241.36","242.06","239.32","66.25K","-1.77%"
"2015- 01- 07","240.53","239.41","240.91","239.09","54.60K","0.25%"
"2015- 01- 08","243.94","242.28","244.13","241.68","64.02K","1.42%"
"2015- 01- 09","246.05","245.97","247.11","245.40","65.13K","0.86%"
"2015- 01- 12","245.70","245.16","246.27","245.05","64.52K","-0.14%"
"2015- 01- 13","246.29","244.98","246.64","244.47","59.91K","0.24%"
"2015- 01- 14","245.99","246.48","247.46","245.78","70.78K","-0.12%"
"2015- 01- 15","245.76","245.96","246.63","244.90","59.45K","-0.09%"
"2015- 01- 16","242.22","244.70","244.70","241.77","73.31K","-1.44%"
"2015- 01- 19","244.78","244.06","245.82","243.69","63.22K","1.06%"
"2015- 01- 20","247.24","245.52","247.39","245.50","55.12K","1.00%"
"2015- 01- 21","248.59","247.01","248.59","246.63","64.99K","0.55%"
"2015- 01- 22","248.47","249.22","249.98","248.01","76.61K","-0.05%"
"2015- 01- 23","250.32","251.76","251.80","249.55","78.37K","0.74%"
"2015- 01- 26","250.14","248.92","250.21","248.42","62.74K","-0.07%"
"2015- 01- 27","252.20","250.76","252.20","250.56","85.05K","0.82%"
"2015- 01- 28","252.21","250.82","252.50","250.12","85.19K","0.00%"
"2015- 01- 29","250.46","250.45","251.84","249.78","83.37K","-0.69%"
"2015- 01- 30","249.88","251.82","251.84","249.88","93.07K","-0.23%"
"2015- 02- 02","250.61","249.83","251.20","249.49","76.49K","0.29%"
"2015- 02- 03","250.38","251.63","251.66","249.22","79.09K","-0.09%"
"2015- 02- 04","251.60","251.98","253.07","251.60","78.23K","0.49%"
"2015- 02- 05","249.78","251.33","251.42","248.90","69.97K","-0.72%"
"2015- 02- 06","250.16","249.89","250.16","248.68","76.08K","0.15%"
"2015- 02- 09","249.26","249.05","249.94","248.58","64.83K","-0.36%"
"2015- 02- 10","247.66","249.62","250.42","247.66","62.81K","-0.64%"
"2015- 02- 11","248.40","248.49","249.01","247.77","64.78K","0.30%"
"2015- 02- 12","247.71","248.48","248.50","246.32","66.38K","-0.28%"
"2015- 02- 13","249.76","248.65","249.76","248.26","63.13K","0.83%"
"2015- 02- 16","249.81","250.17","250.55","249.54","52.10K","0.02%"
"2015- 02- 17","250.37","249.36","250.67","248.92","55.68K","0.22%"
"2015- 02- 23","250.80","252.13","252.51","250.56","58.97K","0.17%"
"2015- 02- 24","251.28","251.83","252.11","251.09","61.66K","0.19%"
"2015- 02- 25","252.96","252.72","253.22","252.01","79.62K","0.67%"
"2015- 02- 26","252.93","253.03","253.13","251.89","79.38K","-0.01%"
"2015- 02- 27","251.46","252.73","252.83","251.20","80.29K","-0.58%"
"2015- 03- 02","253.65","253.13","253.74","252.39","92.83K","0.87%"
"2015- 03- 03","254.50","254.55","254.97","253.89","87.50K","0.34%"
"2015- 03- 04","254.31","254.56","254.72","253.89","72.31K","-0.07%"
"2015- 03- 05","254.16","254.02","254.86","253.64","58.42K","-0.06%"
"2015- 03- 06","255.96","254.74","256.15","254.73","83.13K","0.71%"
"2015- 03- 09","252.77","254.81","254.94","252.69","65.40K","-1.25%"
"2015- 03- 10","251.75","253.76","254.16","251.75","76.30K","-0.40%"
"2015- 03- 11","252.16","250.09","252.66","250.09","79.67K","0.16%"
"2015- 03- 12","250.28","251.67","253.23","250.28","98.65K","-0.75%"
"2015- 03- 13","252.18","252.56","253.31","251.98","66.61K","0.76%"
"2015- 03- 16","252.44","252.13","253.20","251.56","72.87K","0.10%"
"2015- 03- 17","258.18","253.77","258.19","253.70","85.12K","2.27%"
"2015- 03- 18","258.22","258.45","259.19","257.87","85.37K","0.02%"
"2015- 03- 19","258.99","260.68","260.68","258.37","120.60K","0.30%"
"2015- 03- 20","258.70","258.92","259.32","257.42","81.30K","-0.11%"
"2015- 03- 23","258.95","259.48","259.88","258.16","84.49K","0.10%"
"2015- 03- 24","259.16","258.58","259.34","257.56","71.44K","0.08%"
"2015- 03- 25","258.94","259.35","259.84","258.38","84.76K","-0.08%"
"2015- 03- 26","255.99","256.69","258.08","255.81","78.16K","-1.14%"
"2015- 03- 27","255.54","256.41","256.73","255.10","72.67K","-0.18%"
"2015- 03- 30","256.10","256.45","256.57","254.91","68.98K","0.22%"
"2015- 03- 31","257.28","257.66","258.43","256.16","83.46K","0.46%"
"2015- 04- 01","254.97","256.44","256.75","254.74","83.09K","-0.90%"
"2015- 04- 02","254.99","256.07","256.37","254.70","76.75K","0.01%"
"2015- 04- 03","256.75","255.77","256.92","255.05","67.53K","0.69%"
"2015- 04- 06","256.93","257.20","258.43","256.34","79.39K","0.07%"
"2015- 04- 07","256.88","258.65","258.68","256.61","74.99K","-0.02%"
"2015- 04- 08","258.51","257.09","258.81","256.83","99.68K","0.63%"
"2015- 04- 09","258.33","258.44","259.21","257.61","85.94K","-0.07%"
"2015- 04- 10","261.95","259.35","262.20","259.20","104.47K","1.40%"
"2015- 04- 13","263.48","262.62","263.75","262.11","123.22K","0.58%"
"2015- 04- 14","265.57","263.81","265.60","263.20","151.05K","0.79%"
"2015- 04- 15","265.77","265.76","266.41","264.93","111.94K","0.08%"
"2015- 04- 16","268.45","267.67","268.45","266.42","113.93K","1.01%"
"2015- 04- 17","268.28","268.73","268.81","267.42","90.56K","-0.06%"
"2015- 04- 20","268.55","266.14","268.59","266.14","100.12K","0.10%"
"2015- 04- 21","268.17","269.03","269.13","267.56","102.40K","-0.14%"
"2015- 04- 22","268.64","268.20","270.65","267.22","136.29K","0.18%"
"2015- 04- 23","272.59","270.27","272.78","268.85","134.66K","1.47%"
"2015- 04- 24","271.05","273.81","275.11","270.33","144.05K","-0.56%"
"2015- 04- 27","270.05","272.16","272.29","269.29","92.88K","-0.37%"
"2015- 04- 28","268.55","270.63","270.93","268.10","100.58K","-0.56%"
"2015- 04- 29","268.03","269.54","269.76","265.92","117.33K","-0.19%"
"2015- 04- 30","266.42","267.04","267.57","265.85","106.98K","-0.60%"
"2015- 05- 04","267.33","267.57","268.56","266.99","81.08K","0.34%"
"2015- 05- 06","264.03","265.96","266.18","263.09","103.58K","-1.23%"
"2015- 05- 07","262.47","263.11","263.49","260.10","97.36K","-0.59%"
"2015- 05- 08","260.81","262.11","262.72","260.81","69.31K","-0.63%"
"2015- 05- 11","261.49","263.45","263.88","261.49","71.25K","0.26%"
"2015- 05- 12","261.42","262.12","262.35","260.52","78.81K","-0.03%"
"2015- 05- 13","263.25","261.82","263.65","261.73","73.27K","0.70%"
"2015- 05- 14","263.69","263.18","263.88","262.63","74.92K","0.17%"
"2015- 05- 15","261.33","265.24","265.51","261.09","82.26K","-0.89%"
"2015- 05- 18","261.97","261.28","261.97","260.45","81.47K","0.24%"
"2015- 05- 19","262.92","261.84","263.97","261.04","87.59K","0.36%"
"2015- 05- 20","265.36","263.79","265.54","263.43","92.55K","0.93%"
"2015- 05- 21","262.66","265.20","265.38","262.41","84.42K","-1.02%"
"2015- 05- 22","266.03","263.66","266.03","263.28","99.74K","1.28%"
"2015- 05- 26","265.41","265.96","266.16","263.82","100.61K","-0.23%"
"2015- 05- 27","260.16","263.90","264.22","259.72","103.09K","-1.98%"
"2015- 05- 28","260.06","261.13","261.93","260.06","93.50K","-0.04%"
"2015- 05- 29","260.39","259.88","261.91","259.47","106.34K","0.13%"
"2015- 06- 01","258.74","259.84","260.00","257.13","80.71K","-0.63%"
"2015- 06- 02","256.29","258.80","259.49","255.91","114.42K","-0.95%"
"2015- 06- 03","254.11","256.54","257.44","253.51","104.07K","-0.85%"
"2015- 06- 04","255.47","255.40","257.04","254.34","101.27K","0.54%"
"2015- 06- 05","254.94","254.09","256.12","254.00","94.58K","-0.21%"
"2015- 06- 08","254.21","254.87","254.87","253.34","84.66K","-0.29%"
"2015- 06- 09","253.51","253.78","255.06","252.68","79.05K","-0.28%"
"2015- 06- 10","252.11","255.50","255.68","251.95","85.55K","-0.55%"
"2015- 06- 11","252.32","253.77","253.83","251.74","129.13K","0.08%"
"2015- 06- 12","251.66","253.94","254.77","250.84","89.31K","-0.26%"
"2015- 06- 15","250.74","250.14","251.37","249.38","67.76K","-0.37%"
"2015- 06- 16","248.49","250.94","251.00","246.42","93.16K","-0.90%"
"2015- 06- 17","249.08","249.27","249.53","247.52","71.02K","0.24%"
"2015- 06- 18","249.67","250.42","251.26","248.92","73.00K","0.24%"
"2015- 06- 19","249.84","251.37","251.41","249.79","88.05K","0.07%"
"2015- 06- 22","250.99","251.60","252.69","250.45","64.17K","0.46%"
"2015- 06- 23","254.52","253.25","255.42","252.52","83.60K","1.41%"
"2015- 06- 24","254.94","255.01","255.24","253.79","72.51K","0.17%"
"2015- 06- 25","253.80","253.84","254.66","253.42","80.94K","-0.45%"
"2015- 06- 26","254.48","253.29","255.35","252.89","83.21K","0.27%"
"2015- 06- 29","251.26","250.61","251.96","250.36","89.00K","-1.27%"
"2015- 06- 30","252.27","250.52","252.39","250.20","74.41K","0.40%"
"2015- 07- 01","255.07","252.49","255.52","251.65","85.79K","1.11%"
"2015- 07- 02","255.50","255.84","256.12","254.75","90.09K","0.17%"
"2015- 07- 03","254.66","255.34","255.62","253.56","98.71K","-0.33%"
"2015- 07- 06","248.30","251.25","252.54","248.03","166.95K","-2.50%"
"2015- 07- 07","248.05","249.57","249.86","246.56","149.36K","-0.10%"
"2015- 07- 08","244.94","248.65","248.66","244.94","118.84K","-1.25%"
"2015- 07- 09","246.77","243.17","246.77","241.49","107.12K","0.75%"
"2015- 07- 10","246.83","247.80","247.80","246.08","101.71K","0.02%"
"2015- 07- 13","249.84","247.00","250.12","246.64","118.99K","1.22%"
"2015- 07- 14","248.64","250.70","250.79","247.98","107.05K","-0.48%"
"2015- 07- 15","249.65","249.63","250.94","248.38","188.37K","0.41%"
"2015- 07- 16","251.47","249.51","251.59","249.30","150.45K","0.73%"
"2015- 07- 17","250.23","253.05","253.15","249.02","133.78K","-0.49%"
"2015- 07- 20","248.91","250.02","250.52","248.43","95.33K","-0.53%"
"2015- 07- 21","250.35","249.93","251.15","248.57","108.29K","0.58%"
"2015- 07- 22","247.88","248.69","249.42","247.04","96.06K","-0.99%"
"2015- 07- 23","247.31","248.30","248.39","246.46","96.30K","-0.23%"
"2015- 07- 24","244.91","246.66","246.67","244.38","95.76K","-0.97%"
"2015- 07- 27","244.98","243.58","246.16","243.54","98.47K","0.03%"
"2015- 07- 28","245.21","243.82","246.10","242.86","97.43K","0.09%"
"2015- 07- 29","245.97","246.75","247.36","245.73","85.21K","0.31%"
"2015- 07- 30","243.61","246.01","246.50","243.61","106.34K","-0.96%"
"2015- 07- 31","244.30","244.62","244.90","241.87","95.35K","0.28%"
"2015- 08- 03","241.48","243.71","243.71","241.06","79.21K","-1.15%"
"2015- 08- 04","243.55","241.46","243.56","241.42","71.97K","0.86%"
"2015- 08- 05","243.12","243.50","244.05","242.33","75.48K","-0.18%"
"2015- 08- 06","240.04","243.85","243.86","239.98","84.49K","-1.27%"
"2015- 08- 07","239.79","239.71","240.15","238.66","61.30K","-0.10%"
"2015- 08- 10","239.18","239.54","239.58","238.07","64.39K","-0.25%"
"2015- 08- 11","237.91","241.23","241.92","237.85","96.68K","-0.53%"
"2015- 08- 12","237.24","237.06","238.65","234.75","103.29K","-0.28%"
"2015- 08- 13","237.32","237.02","238.38","235.79","80.88K","0.03%"
"2015- 08- 17","235.37","238.22","238.28","235.35","61.98K","-0.82%"
"2015- 08- 18","235.20","236.69","236.95","234.98","78.97K","-0.07%"
"2015- 08- 19","234.27","235.49","236.22","232.47","104.79K","-0.40%"
"2015- 08- 20","231.59","233.28","233.55","231.16","78.67K","-1.14%"
"2015- 08- 21","227.14","226.06","228.53","225.18","104.15K","-1.92%"
"2015- 08- 24","221.53","225.16","226.58","217.52","116.37K","-2.47%"
"2015- 08- 25","223.07","222.56","225.69","218.60","140.96K","0.70%"
"2015- 08- 26","227.71","222.49","228.14","221.30","139.39K","2.08%"
"2015- 08- 27","228.94","229.78","230.34","228.11","107.37K","0.54%"
"2015- 08- 28","232.35","231.81","232.55","231.10","101.46K","1.49%"
"2015- 08- 31","232.80","231.56","232.80","230.53","97.99K","0.19%"
"2015- 09- 01","229.55","231.86","232.50","229.51","77.92K","-1.40%"
"2015- 09- 02","229.91","226.36","230.71","226.03","79.28K","0.16%"
"2015- 09- 03","230.40","231.52","231.77","229.58","73.80K","0.21%"
"2015- 09- 04","227.90","231.23","231.38","227.11","67.22K","-1.09%"
"2015- 09- 07","227.31","227.53","228.71","226.13","58.98K","-0.26%"
"2015- 09- 08","227.76","227.97","228.61","226.61","82.25K","0.20%"
"2015- 09- 09","234.40","230.54","234.40","230.50","82.87K","2.92%"
"2015- 09- 10","237.18","232.34","237.18","231.96","95.43K","1.19%"
"2015- 09- 11","233.74","234.52","235.54","233.61","65.04K","-1.45%"
"2015- 09- 14","233.06","234.45","234.56","231.65","60.76K","-0.29%"
"2015- 09- 15","233.59","232.91","233.91","232.49","55.63K","0.23%"
"2015- 09- 16","238.78","234.89","239.29","234.77","89.24K","2.22%"
"2015- 09- 17","239.29","240.35","240.35","238.51","85.41K","0.21%"
"2015- 09- 18","241.12","239.01","241.30","236.93","84.51K","0.76%"
"2015- 09- 21","236.72","238.06","239.11","236.30","52.06K","-1.82%"
"2015- 09- 22","238.68","237.84","239.05","236.74","62.13K","0.83%"
"2015- 09- 23","234.26","235.85","237.02","234.25","71.15K","-1.85%"
"2015- 09- 24","234.26","235.65","235.96","233.90","56.94K","0.00%"
"2015- 09- 25","233.79","234.48","234.99","232.66","53.23K","-0.20%"
"2015- 09- 30","236.71","230.45","236.73","230.34","76.01K","1.25%"
"2015- 10- 01","238.62","236.60","239.61","235.83","62.05K","0.81%"
"2015- 10- 02","237.15","238.39","239.17","237.15","65.10K","-0.62%"
"2015- 10- 05","237.98","238.45","240.14","237.61","63.86K","0.35%"
"2015- 10- 06","240.18","240.28","240.58","239.10","66.71K","0.92%"
"2015- 10- 07","243.52","241.14","243.60","241.13","63.80K","1.39%"
"2015- 10- 08","246.02","244.82","246.02","243.25","74.52K","1.03%"
"2015- 10- 12","246.49","246.16","247.49","245.29","104.49K","0.19%"
"2015- 10- 13","246.04","246.22","247.04","245.10","71.24K","-0.18%"
"2015- 10- 14","244.94","245.43","245.74","243.91","69.34K","-0.45%"
"2015- 10- 15","247.89","244.82","248.53","244.69","70.56K","1.20%"
"2015- 10- 16","247.37","248.34","248.35","246.71","66.05K","-0.21%"
"2015- 10- 19","247.47","247.49","248.19","246.44","54.64K","0.04%"
"2015- 10- 20","248.53","247.57","248.72","247.07","78.29K","0.43%"
"2015- 10- 21","249.25","248.40","250.59","247.93","83.57K","0.29%"
"2015- 10- 22","247.22","249.04","249.43","246.69","89.01K","-0.81%"
"2015- 10- 23","249.41","249.82","251.32","248.97","80.98K","0.89%"
"2015- 10- 26","250.36","250.58","250.63","249.38","67.72K","0.38%"
"2015- 10- 27","250.04","249.52","250.18","248.71","64.32K","-0.13%"
"2015- 10- 28","249.79","250.03","250.03","248.33","87.71K","-0.10%"
"2015- 10- 29","248.93","251.19","253.41","248.85","138.19K","-0.34%"
"2015- 10- 30","249.41","249.20","250.87","248.83","76.80K","0.19%"
"2015- 11- 02","250.60","249.86","250.66","249.33","61.87K","0.48%"
"2015- 11- 03","252.12","251.44","252.94","251.33","92.48K","0.61%"
"2015- 11- 04","252.33","252.74","253.22","251.11","60.77K","0.08%"
"2015- 11- 05","251.79","251.77","252.13","250.58","60.05K","-0.21%"
"2015- 11- 06","250.25","251.53","252.05","249.80","76.27K","-0.61%"
"2015- 11- 09","249.21","249.87","250.01","248.29","75.32K","-0.42%"
"2015- 11- 10","245.86","247.77","247.84","244.94","77.45K","-1.34%"
"2015- 11- 11","245.86","245.47","246.65","244.13","64.21K","0.00%"
"2015- 11- 12","245.14","245.73","245.97","245.00","49.48K","-0.29%"
"2015- 11- 13","242.71","243.16","243.98","242.56","59.94K","-0.99%"
"2015- 11- 16","238.87","239.41","240.81","238.84","98.79K","-1.58%"
"2015- 11- 17","241.26","241.99","242.93","240.93","62.91K","1.00%"
"2015- 11- 18","241.44","241.76","242.65","241.16","80.10K","0.07%"
"2015- 11- 19","244.79","243.10","244.79","242.54","73.73K","1.39%"
"2015- 11- 20","244.80","244.74","245.50","244.31","97.65K","0.00%"
"2015- 11- 23","245.92","245.48","246.86","244.94","69.10K","0.46%"
"2015- 11- 24","247.51","245.96","248.05","245.77","69.43K","0.65%"
"2015- 11- 25","246.58","247.79","247.85","246.45","70.52K","-0.38%"
"2015- 11- 26","249.43","247.21","249.91","247.21","84.30K","1.16%"
"2015- 11- 27","249.07","250.46","250.60","248.93","66.68K","-0.14%"
"2015- 11- 30","244.24","248.30","248.40","243.85","117.53K","-1.94%"
"2015- 12- 01","248.70","245.47","249.08","245.39","61.34K","1.83%"
"2015- 12- 02","246.60","248.90","249.00","246.60","55.56K","-0.84%"
"2015- 12- 03","244.68","245.46","245.49","243.12","49.72K","-0.78%"
"2015- 12- 04","242.15","241.86","243.31","241.64","47.98K","-1.03%"
"2015- 12- 07","240.68","243.76","243.81","240.67","48.48K","-0.61%"
"2015- 12- 08","239.23","240.86","241.77","239.19","63.31K","-0.60%"
"2015- 12- 09","239.40","239.59","240.30","238.67","65.35K","0.07%"
"2015- 12- 10","240.60","239.28","241.31","238.99","81.18K","0.50%"
"2015- 12- 11","240.35","240.65","241.83","239.78","61.34K","-0.10%"
"2015- 12- 14","238.17","237.55","238.49","236.94","72.62K","-0.91%"
"2015- 12- 15","238.80","239.13","239.54","237.98","54.29K","0.26%"
"2015- 12- 16","243.49","240.89","244.37","240.82","66.77K","1.96%"
"2015- 12- 17","244.17","245.20","245.69","242.77","63.27K","0.28%"
"2015- 12- 18","243.00","241.71","244.14","241.42","61.14K","-0.48%"
"2015- 12- 21","243.76","243.01","244.69","242.01","53.53K","0.31%"
"2015- 12- 22","245.48","244.06","245.51","242.58","69.97K","0.71%"
"2015- 12- 23","246.53","245.64","247.49","244.97","68.71K","0.43%"
"2015- 12- 24","245.33","247.81","247.96","245.33","58.78K","-0.49%"
"2015- 12- 28","241.79","245.38","245.51","241.79","66.38K","-1.44%"
"2015- 12- 29","241.22","240.69","241.61","238.90","61.63K","-0.24%"
"2015- 12- 30","240.38","242.13","242.42","240.03","67.55K","-0.35%"
"2016- 01- 04","234.63","239.30","239.35","234.63","68.18K","-2.39%"
"2016- 01- 05","236.13","233.96","237.25","233.96","67.02K","0.64%"
"2016- 01- 06","234.60","236.48","236.48","233.27","89.01K","-0.65%"
"2016- 01- 07","231.93","233.23","234.54","231.52","88.01K","-1.14%"
"2016- 01- 08","233.68","230.40","233.78","229.91","117.16K","0.75%"
"2016- 01- 11","230.83","230.77","232.27","230.34","76.83K","-1.22%"
"2016- 01- 12","230.55","232.45","232.85","230.25","72.24K","-0.12%"
"2016- 01- 13","233.52","232.24","234.26","231.89","71.91K","1.29%"
"2016- 01- 14","231.38","230.68","231.52","229.41","78.14K","-0.92%"
"2016- 01- 15","228.78","233.38","233.76","228.01","96.87K","-1.12%"
"2016- 01- 18","228.59","225.56","229.16","225.33","79.30K","-0.08%"
"2016- 01- 19","230.08","228.79","230.12","227.03","80.14K","0.65%"
"2016- 01- 20","224.54","229.29","229.30","222.92","121.08K","-2.41%"
"2016- 01- 21","223.81","224.83","226.61","223.81","145.37K","-0.33%"
"2016- 01- 22","228.79","226.35","228.79","226.31","115.53K","2.23%"
"2016- 01- 25","230.21","229.98","231.37","228.99","75.66K","0.62%"
"2016- 01- 26","227.19","228.66","229.06","226.16","89.53K","-1.31%"
"2016- 01- 27","230.96","229.19","231.13","228.83","92.89K","1.66%"
"2016- 01- 28","231.51","229.07","231.62","228.02","131.30K","0.24%"
"2016- 01- 29","232.10","230.97","232.10","228.80","107.90K","0.25%"
"2016- 02- 01","233.67","232.87","233.84","232.13","106.26K","0.68%"
"2016- 02- 02","231.10","232.27","232.95","231.05","87.26K","-1.10%"
"2016- 02- 03","228.97","229.29","229.36","227.77","77.80K","-0.92%"
"2016- 02- 04","232.91","230.30","232.94","230.12","84.73K","1.72%"
"2016- 02- 05","233.30","232.73","233.93","232.27","90.04K","0.17%"
"2016- 02- 11","226.70","227.77","228.35","226.26","83.57K","-2.83%"
"2016- 02- 12","224.98","225.50","226.63","223.37","122.06K","-0.76%"
"2016- 02- 15","228.40","227.84","228.81","226.86","82.00K","1.52%"
"2016- 02- 16","231.52","229.26","232.13","228.87","76.71K","1.37%"
"2016- 02- 17","231.94","231.66","233.30","230.87","95.03K","0.18%"
"2016- 02- 18","234.74","235.08","235.11","233.52","81.41K","1.21%"
"2016- 02- 19","235.27","234.11","235.31","233.47","74.34K","0.23%"
"2016- 02- 22","234.95","234.58","235.73","233.78","59.59K","-0.14%"
"2016- 02- 23","235.03","236.54","236.67","234.42","70.24K","0.03%"
"2016- 02- 24","234.91","234.30","235.58","233.96","70.37K","-0.05%"
"2016- 02- 25","235.37","235.57","236.91","233.87","73.32K","0.20%"
"2016- 02- 26","235.22","236.39","236.46","234.86","77.67K","-0.06%"
"2016- 02- 29","234.63","235.40","236.28","234.63","80.36K","-0.25%"
"2016- 03- 02","238.63","238.45","239.08","238.08","108.55K","1.70%"
"2016- 03- 03","240.09","240.20","240.20","238.68","111.24K","0.61%"
"2016- 03- 04","239.74","239.84","240.31","238.93","116.64K","-0.15%"
"2016- 03- 07","240.21","240.47","240.91","239.84","134.37K","0.20%"
"2016- 03- 08","238.44","240.27","240.27","237.32","119.59K","-0.74%"
"2016- 03- 09","239.13","237.64","239.13","237.21","76.74K","0.29%"
"2016- 03- 10","241.43","239.91","242.51","239.47","84.24K","0.96%"
"2016- 03- 11","241.97","241.29","242.62","241.17","60.92K","0.22%"
"2016- 03- 14","242.15","243.90","243.94","241.93","73.87K","0.07%"
"2016- 03- 15","241.83","242.47","243.00","241.28","67.44K","-0.13%"
"2016- 03- 16","242.35","242.04","243.43","241.63","73.42K","0.22%"
"2016- 03- 17","244.09","243.65","245.84","243.58","88.89K","0.72%"
"2016- 03- 18","244.63","245.25","245.27","243.72","77.05K","0.22%"
"2016- 03- 21","244.28","245.44","245.95","243.20","72.83K","-0.14%"
"2016- 03- 22","245.41","244.75","245.41","244.06","73.84K","0.46%"
"2016- 03- 23","245.23","245.33","246.18","244.45","72.96K","-0.07%"
"2016- 03- 24","244.08","244.30","245.00","243.31","74.74K","-0.47%"
"2016- 03- 25","243.79","244.61","244.65","243.33","73.17K","-0.12%"
"2016- 03- 28","243.95","243.86","244.96","243.66","104.25K","0.07%"
"2016- 03- 29","245.53","244.55","245.88","244.11","103.64K","0.65%"
"2016- 03- 30","246.54","246.98","247.58","246.07","103.09K","0.41%"
"2016- 03- 31","245.86","246.95","247.26","244.55","89.22K","-0.28%"
"2016- 04- 01","242.36","245.59","245.66","241.82","157.19K","-1.42%"
"2016- 04- 04","243.05","242.38","243.06","241.73","68.62K","0.28%"
"2016- 04- 05","240.58","242.10","242.25","240.28","63.93K","-1.02%"
"2016- 04- 06","241.99","240.85","242.59","240.65","103.09K","0.59%"
"2016- 04- 07","242.29","243.05","243.27","241.03","138.88K","0.12%"
"2016- 04- 08","241.77","240.59","241.84","239.57","117.36K","-0.21%"
"2016- 04- 11","242.06","241.79","242.29","240.65","89.46K","0.12%"
"2016- 04- 12","243.71","242.05","243.94","241.72","102.08K","0.68%"
"2016- 04- 14","248.89","247.01","248.90","246.76","136.90K","2.13%"
"2016- 04- 15","248.53","248.47","249.03","247.68","99.58K","-0.14%"
"2016- 04- 18","248.00","246.70","248.04","246.32","82.38K","-0.21%"
"2016- 04- 19","247.88","248.67","249.34","247.49","99.75K","-0.05%"
"2016- 04- 20","247.26","248.63","249.56","247.26","93.35K","-0.25%"
"2016- 04- 21","249.39","248.45","249.50","247.92","87.88K","0.86%"
"2016- 04- 22","248.32","248.44","248.86","247.74","105.79K","-0.43%"
"2016- 04- 25","248.13","248.33","248.45","247.08","129.12K","-0.08%"
"2016- 04- 26","248.92","247.81","249.22","247.70","134.48K","0.32%"
"2016- 04- 27","248.69","248.87","249.09","248.28","163.10K","-0.09%"
"2016- 04- 28","246.27","249.42","249.52","245.91","108.54K","-0.97%"
"2016- 04- 29","245.20","245.90","246.01","243.89","104.34K","-0.43%"
"2016- 05- 02","243.47","244.86","244.88","243.27","78.97K","-0.71%"
"2016- 05- 03","244.29","244.88","244.90","243.48","71.15K","0.34%"
"2016- 05- 04","243.31","243.29","243.85","242.23","110.86K","-0.40%"
"2016- 05- 09","242.23","242.84","243.11","241.63","98.23K","-0.44%"
"2016- 05- 10","243.68","241.97","243.68","241.77","114.28K","0.60%"
"2016- 05- 11","243.07","244.39","244.39","241.99","87.90K","-0.25%"
"2016- 05- 12","242.34","242.23","243.12","241.66","81.72K","-0.30%"
"2016- 05- 13","240.60","242.61","242.73","240.03","74.19K","-0.72%"
"2016- 05- 16","240.82","240.01","241.32","240.01","97.14K","0.09%"
"2016- 05- 17","241.03","241.67","241.81","240.26","71.72K","0.09%"
"2016- 05- 18","239.82","240.32","240.46","238.14","103.98K","-0.50%"
"2016- 05- 19","239.04","239.45","239.68","238.47","103.13K","-0.33%"
"2016- 05- 20","238.74","238.67","239.59","238.23","65.91K","-0.13%"
"2016- 05- 23","239.85","239.60","240.08","237.81","57.83K","0.46%"
"2016- 05- 24","237.65","239.28","239.48","237.65","89.47K","-0.92%"
"2016- 05- 25","240.91","239.68","241.45","239.28","91.19K","1.37%"
"2016- 05- 26","240.58","241.56","242.05","240.45","130.28K","-0.14%"
"2016- 05- 27","241.85","241.25","242.41","240.74","92.23K","0.53%"
"2016- 05- 30","241.73","241.94","242.07","240.41","67.45K","-0.05%"
"2016- 05- 31","243.63","241.03","243.84","240.36","117.97K","0.79%"
"2016- 06- 01","243.58","242.70","244.19","242.48","78.84K","-0.02%"
"2016- 06- 02","244.18","243.88","244.66","243.31","78.95K","0.25%"
"2016- 06- 03","244.39","244.94","244.94","243.67","86.35K","0.09%"
"2016- 06- 07","247.85","245.55","247.86","245.54","79.44K","1.42%"
"2016- 06- 08","250.04","248.24","250.04","247.68","90.73K","0.88%"
"2016- 06- 09","250.19","250.19","251.51","248.46","138.77K","0.06%"
"2016- 06- 10","248.96","249.86","249.86","248.63","89.45K","-0.49%"
"2016- 06- 13","244.05","246.74","246.96","243.70","79.11K","-1.97%"
"2016- 06- 14","243.35","243.79","244.46","242.36","107.84K","-0.29%"
"2016- 06- 15","243.30","243.41","244.16","242.19","84.10K","-0.02%"
"2016- 06- 16","241.61","243.66","244.00","240.52","83.31K","-0.69%"
"2016- 06- 17","241.63","243.35","244.02","241.32","77.33K","0.01%"
"2016- 06- 20","245.17","244.44","245.63","243.74","75.09K","1.47%"
"2016- 06- 21","245.34","244.60","245.50","243.99","58.40K","0.07%"
"2016- 06- 22","246.75","245.17","247.03","244.79","65.85K","0.57%"
"2016- 06- 23","246.31","246.42","246.81","245.64","65.98K","-0.18%"
"2016- 06- 24","239.21","248.23","248.27","234.97","190.03K","-2.88%"
"2016- 06- 27","239.28","236.79","239.28","236.68","95.45K","0.03%"
"2016- 06- 28","240.08","236.78","240.46","236.73","79.65K","0.33%"
"2016- 06- 29","242.32","241.29","243.71","240.68","67.36K","0.93%"
"2016- 06- 30","244.14","244.25","244.48","242.52","75.45K","0.75%"
"2016- 07- 01","246.52","244.96","247.57","244.78","63.05K","0.97%"
"2016- 07- 04","247.62","246.66","247.94","246.16","63.63K","0.45%"
"2016- 07- 05","246.91","247.67","247.84","246.51","54.81K","-0.29%"
